filename,section|field|value
form_89.pdf,section2|טלפון קווי|0  5  4  0  0  1  9  2  6  3
form_89.pdf,section2|טלפון נייד|0  5  4  2  8  3  3  2  0  8
form_89.pdf,section3|בתאריך|28.02.2023
form_89.pdf,section3|בשעה|16:34
form_89.pdf,section3|כאשר עבדתי ב|מחסן
form_89.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על שביל רטוב במהלך העבודה.
form_89.pdf,section3|האיבר שנפגע|יד שמאל
form_89.pdf,section4|שם המבקש|שרה שולמן
form_89.pdf,section4|חתימה|
form_89.pdf,section5|אבחנה רפואית 1|0  6  3  8
form_89.pdf,section5|אבחנה רפואית 2|6  3  2  1
form_89.pdf,section2|מין/זכר|
form_89.pdf,section2|מין/נקבה|V
form_89.pdf,section3|מקום התאונה/מפעל|V
form_89.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_89.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_89.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_89.pdf,section3|מקום התאונה/אחר|
form_89.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_89.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_89.pdf,section5|קופת חולים/כללית|
form_89.pdf,section5|קופת חולים/מאוחדת|
form_89.pdf,section5|קופת חולים/מכבי|
form_89.pdf,section5|קופת חולים/לאומית|V
form_90.pdf,header|אל קופ״ח/בי״ח|שעב
form_90.pdf,header|תאריך מילוי הטופס|2  7  0  5  2  0  2  3
form_90.pdf,header|תאריך קבלת הטופס בקופה|0  1  0  2  2  0  2  3
form_90.pdf,section1|תאריך הפגיעה|3  1  0  5  2  0  2  3
form_90.pdf,section2|שם משפחה|אוחיון
form_90.pdf,section2|שם פרטי|רומי
form_90.pdf,section2|ת.ז|0  2  2  3  6  3  0  4  5  5
form_90.pdf,section2|תאריך לידה|2 4 0 9 2 0 2 3
form_90.pdf,section2|רחוב|ש קואפרטיבים
form_90.pdf,section2|מס' בית|24
form_90.pdf,section2|כניסה|2
form_90.pdf,section2|דירה|28
form_90.pdf,section2|יישוב|עצמון שגב
form_90.pdf,section2|מיקוד|186208
form_90.pdf,section2|טלפון קווי|0  5  4  3  3  1  5  5  3  3
form_90.pdf,section2|טלפון נייד|0  5  4  3  1  1  8  9  8  4
form_90.pdf,section3|בתאריך|23.07.2023
form_90.pdf,section3|בשעה|15:47
form_90.pdf,section3|כאשר עבדתי ב|מחסן
form_90.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על מדרגה חלקלקה בעת תפקיד.
form_90.pdf,section3|האיבר שנפגע|ראש
form_90.pdf,section4|שם המבקש|אברהם לוי
form_90.pdf,section4|חתימה|
form_90.pdf,section5|אבחנה רפואית 1|5  2  2  5
form_90.pdf,section5|אבחנה רפואית 2|6  9  8  2
form_90.pdf,section2|מין/זכר|V
form_90.pdf,section2|מין/נקבה|
form_90.pdf,section3|מקום התאונה/מפעל|V
form_90.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_90.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_90.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_90.pdf,section3|מקום התאונה/אחר|
form_90.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_90.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_90.pdf,section5|קופת חולים/כללית|
form_90.pdf,section5|קופת חולים/מאוחדת|V
form_90.pdf,section5|קופת חולים/מכבי|
form_90.pdf,section5|קופת חולים/לאומית|
form_91.pdf,header|אל קופ״ח/בי״ח|רחוב
form_91.pdf,header|תאריך מילוי הטופס|2  9  0  9  2  0  2  3
form_91.pdf,header|תאריך קבלת הטופס בקופה|2  7  0  3  2  0  2  3
form_91.pdf,section1|תאריך הפגיעה|3  0  0  3  2  0  2  3
form_91.pdf,section2|שם משפחה|לוי
form_91.pdf,section2|שם פרטי|לביא
form_91.pdf,section2|ת.ז|2  3  6  1  7  5  2  2  8  8
form_91.pdf,section2|תאריך לידה|2 2 1 2 2 0 2 3
form_91.pdf,section2|רחוב|הפעמון
form_91.pdf,section2|מס' בית|74
form_91.pdf,section2|כניסה|4
form_91.pdf,section2|דירה|33
form_91.pdf,section2|יישוב|גונן
form_91.pdf,section2|מיקוד|699875
form_91.pdf,section2|טלפון קווי|0  5  4  7  1  6  0  6  3  9
form_91.pdf,section2|טלפון נייד|0  5  4  7  8  7  8  8  9  2
form_91.pdf,section3|בתאריך|05.01.2023
form_91.pdf,section3|בשעה|10:27
form_91.pdf,section3|כאשר עבדתי ב|נהיגה
form_91.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על רצפה רטובה במהלך העבודה.
form_91.pdf,section3|האיבר שנפגע|יד שמאל
form_91.pdf,section4|שם המבקש|ח'אלד אסולין
form_91.pdf,section4|חתימה|signed
form_91.pdf,section5|אבחנה רפואית 1|0  8  1  8
form_91.pdf,section5|אבחנה רפואית 2|7  0  7  3
form_91.pdf,section2|מין/זכר|
form_91.pdf,section2|מין/נקבה|V
form_91.pdf,section3|מקום התאונה/מפעל|
form_91.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_91.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_91.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_91.pdf,section3|מקום התאונה/אחר|
form_91.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_91.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_91.pdf,section5|קופת חולים/כללית|V
form_91.pdf,section5|קופת חולים/מאוחדת|
form_91.pdf,section5|קופת חולים/מכבי|
form_91.pdf,section5|קופת חולים/לאומית|
form_92.pdf,header|אל קופ״ח/בי״ח|גיתית
form_92.pdf,header|תאריך מילוי הטופס|3  0  0  8  2  0  2  3
form_92.pdf,header|תאריך קבלת הטופס בקופה|0  8  1  0  2  0  2  3
form_92.pdf,section1|תאריך הפגיעה|0  3  0  1  2  0  2  3
form_92.pdf,section2|שם משפחה|קוגן
form_92.pdf,section2|שם פרטי|אדל
form_92.pdf,section2|ת.ז|0  9  2  0  2  6  1  2  2  2
form_92.pdf,section2|תאריך לידה|3 0 0 3 2 0 2 3
form_92.pdf,section2|רחוב|כוכב הצפון
form_92.pdf,section2|מס' בית|56
form_92.pdf,section2|כניסה|1
form_92.pdf,section2|דירה|23
form_92.pdf,section2|יישוב|ריינה
form_92.pdf,section2|מיקוד|385710
form_92.pdf,section2|טלפון קווי|0  5  4  3  0  7  3  8  7  1
form_92.pdf,section2|טלפון נייד|0  5  4  6  2  0  6  1  1  8
form_92.pdf,section3|בתאריך|07.07.2023
form_92.pdf,section3|בשעה|18:55
form_92.pdf,section3|כאשר עבדתי ב|מחסן
form_92.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על רצפה רטובה במהלך העבודה.
form_92.pdf,section3|האיבר שנפגע|יד שמאל
form_92.pdf,section4|שם המבקש|נינה שמעוני
form_92.pdf,section4|חתימה|signed
form_92.pdf,section5|אבחנה רפואית 1|1  9  6  6
form_92.pdf,section5|אבחנה רפואית 2|4  0  8  3
form_92.pdf,section2|מין/זכר|V
form_92.pdf,section2|מין/נקבה|
form_92.pdf,section3|מקום התאונה/מפעל|
form_92.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_92.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_92.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_92.pdf,section3|מקום התאונה/אחר|
form_92.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_92.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_92.pdf,section5|קופת חולים/כללית|V
form_92.pdf,section5|קופת חולים/מאוחדת|
form_92.pdf,section5|קופת חולים/מכבי|
form_92.pdf,section5|קופת חולים/לאומית|
form_93.pdf,header|אל קופ״ח/בי״ח|ברקאי
form_93.pdf,header|תאריך מילוי הטופס|2  2  0  6  2  0  2  3
form_93.pdf,header|תאריך קבלת הטופס בקופה|1  2  1  0  2  0  2  3
form_93.pdf,section1|תאריך הפגיעה|1  9  0  1  2  0  2  3
form_93.pdf,section2|שם משפחה|מנצור
form_93.pdf,section2|שם פרטי|הודיה
form_93.pdf,section2|ת.ז|0  1  5  4  8  9  8  9  4  0
form_93.pdf,section2|תאריך לידה|1 2 1 0 2 0 2 3
form_93.pdf,section2|רחוב|עובדי הנמל
form_93.pdf,section2|מס' בית|46
form_93.pdf,section2|כניסה|3
form_93.pdf,section2|דירה|39
form_93.pdf,section2|יישוב|כפר אחים
form_93.pdf,section2|מיקוד|252592
form_93.pdf,section2|טלפון קווי|0  5  4  1  9  0  7  9  4  5
form_93.pdf,section2|טלפון נייד|0  5  4  6  7  0  2  3  8  2
form_93.pdf,section3|בתאריך|03.05.2023
form_93.pdf,section3|בשעה|18:05
form_93.pdf,section3|כאשר עבדתי ב|נהיגה
form_93.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על מדרגה חלקלקה בעת ביצוע מטלה.
form_93.pdf,section3|האיבר שנפגע|ראש
form_93.pdf,section4|שם המבקש|נעמי מחאמיד
form_93.pdf,section4|חתימה|
form_93.pdf,section5|אבחנה רפואית 1|9  2  1  2
form_93.pdf,section5|אבחנה רפואית 2|8  2  8  1
form_93.pdf,section2|מין/זכר|V
form_93.pdf,section2|מין/נקבה|
form_93.pdf,section3|מקום התאונה/מפעל|
form_93.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_93.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_93.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_93.pdf,section3|מקום התאונה/אחר|V
form_93.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_93.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_93.pdf,section5|קופת חולים/כללית|
form_93.pdf,section5|קופת חולים/מאוחדת|
form_93.pdf,section5|קופת חולים/מכבי|
form_93.pdf,section5|קופת חולים/לאומית|V
form_94.pdf,header|אל קופ״ח/בי״ח|כפר סירקין
form_94.pdf,header|תאריך מילוי הטופס|0  3  1  0  2  0  2  3
form_94.pdf,header|תאריך קבלת הטופס בקופה|0  5  0  7  2  0  2  3
form_94.pdf,section1|תאריך הפגיעה|1  2  0  5  2  0  2  3
form_94.pdf,section2|שם משפחה|אליאס
form_94.pdf,section2|שם פרטי|הראל
form_94.pdf,section2|ת.ז|4  9  4  5  7  5  9  1  4  5
form_94.pdf,section2|תאריך לידה|0 9 1 2 2 0 2 3
form_94.pdf,section2|רחוב|נשר
form_94.pdf,section2|מס' בית|8
form_94.pdf,section2|כניסה|1
form_94.pdf,section2|דירה|1
form_94.pdf,section2|יישוב|שעב
form_94.pdf,section2|מיקוד|717343
form_94.pdf,section2|טלפון קווי|0  5  4  8  7  5  6  6  7  6
form_94.pdf,section2|טלפון נייד|0  5  4  1  0  2  0  5  2  2
form_94.pdf,section3|בתאריך|06.03.2023
form_94.pdf,section3|בשעה|08:16
form_94.pdf,section3|כאשר עבדתי ב|נהיגה
form_94.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על מדרגה חלקלקה בעת תפקיד.
form_94.pdf,section3|האיבר שנפגע|רגל ימין
form_94.pdf,section4|שם המבקש|עדן לביא
form_94.pdf,section4|חתימה|signed
form_94.pdf,section5|אבחנה רפואית 1|7  9  7  8
form_94.pdf,section5|אבחנה רפואית 2|2  9  0  4
form_94.pdf,section2|מין/זכר|
form_94.pdf,section2|מין/נקבה|V
form_94.pdf,section3|מקום התאונה/מפעל|
form_94.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_94.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_94.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_94.pdf,section3|מקום התאונה/אחר|
form_94.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_94.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_94.pdf,section5|קופת חולים/כללית|
form_94.pdf,section5|קופת חולים/מאוחדת|
form_94.pdf,section5|קופת חולים/מכבי|
form_94.pdf,section5|קופת חולים/לאומית|V
form_95.pdf,header|אל קופ״ח/בי״ח|גנות הדר
form_95.pdf,header|תאריך מילוי הטופס|1  3  0  6  2  0  2  3
form_95.pdf,header|תאריך קבלת הטופס בקופה|1  3  1  0  2  0  2  3
form_95.pdf,section1|תאריך הפגיעה|0  2  1  2  2  0  2  3
form_95.pdf,section2|שם משפחה|בן דוד
form_95.pdf,section2|שם פרטי|ינאי
form_95.pdf,section2|ת.ז|7  0  6  1  0  1  4  7  2  4
form_95.pdf,section2|תאריך לידה|2 9 0 1 2 0 2 3
form_95.pdf,section2|רחוב|לוין מיכאל וחנה
form_95.pdf,section2|מס' בית|122
form_95.pdf,section2|כניסה|1
form_95.pdf,section2|דירה|3
form_95.pdf,section2|יישוב|לקיה
form_95.pdf,section2|מיקוד|102991
form_95.pdf,section2|טלפון קווי|0  5  4  6  9  3  8  6  7  3
form_95.pdf,section2|טלפון נייד|0  5  4  6  7  1  2  1  4  1
form_95.pdf,section3|בתאריך|05.04.2023
form_95.pdf,section3|בשעה|19:08
form_95.pdf,section3|כאשר עבדתי ב|מחסן
form_95.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על רצפה רטובה במהלך העבודה.
form_95.pdf,section3|האיבר שנפגע|ראש
form_95.pdf,section4|שם המבקש|נפתלי כהן
form_95.pdf,section4|חתימה|signed
form_95.pdf,section5|אבחנה רפואית 1|4  2  3  1
form_95.pdf,section5|אבחנה רפואית 2|1  5  4  9
form_95.pdf,section2|מין/זכר|
form_95.pdf,section2|מין/נקבה|V
form_95.pdf,section3|מקום התאונה/מפעל|V
form_95.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_95.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_95.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_95.pdf,section3|מקום התאונה/אחר|
form_95.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_95.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_95.pdf,section5|קופת חולים/כללית|V
form_95.pdf,section5|קופת חולים/מאוחדת|
form_95.pdf,section5|קופת חולים/מכבי|
form_95.pdf,section5|קופת חולים/לאומית|
form_96.pdf,header|אל קופ״ח/בי״ח|נוקדים
form_96.pdf,header|תאריך מילוי הטופס|1  6  0  3  2  0  2  3
form_96.pdf,header|תאריך קבלת הטופס בקופה|1  1  0  1  2  0  2  3
form_96.pdf,section1|תאריך הפגיעה|0  2  0  2  2  0  2  3
form_96.pdf,section2|שם משפחה|דוד
form_96.pdf,section2|שם פרטי|לוי
form_96.pdf,section2|ת.ז|8  9  3  5  4  4  9  7  2  2
form_96.pdf,section2|תאריך לידה|1 7 0 2 2 0 2 3
form_96.pdf,section2|רחוב|אביב
form_96.pdf,section2|מס' בית|65
form_96.pdf,section2|כניסה|1
form_96.pdf,section2|דירה|19
form_96.pdf,section2|יישוב|גונן
form_96.pdf,section2|מיקוד|591546
form_96.pdf,section2|טלפון קווי|0  5  4  4  9  8  8  4  1  3
form_96.pdf,section2|טלפון נייד|0  5  4  3  4  8  4  3  5  7
form_96.pdf,section3|בתאריך|30.01.2023
form_96.pdf,section3|בשעה|17:07
form_96.pdf,section3|כאשר עבדתי ב|מחסן
form_96.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על שביל רטוב בעת תפקיד.
form_96.pdf,section3|האיבר שנפגע|ראש
form_96.pdf,section4|שם המבקש|עידן חביבאללה
form_96.pdf,section4|חתימה|signed
form_96.pdf,section5|אבחנה רפואית 1|0  3  4  2
form_96.pdf,section5|אבחנה רפואית 2|9  0  9  9
form_96.pdf,section2|מין/זכר|V
form_96.pdf,section2|מין/נקבה|
form_96.pdf,section3|מקום התאונה/מפעל|
form_96.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_96.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_96.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
